category,name,latitude,longitude,city,state,osm_url,matched_keyword,km_to_town,review
haunted,Haunted House,43.163323,-89.059251,Marshall,WI,https://www.openstreetmap.org/way/514606719,,0.8,
haunted,Haunted House of Wax,43.08584,-79.063278,Niagara Falls,NY,https://www.openstreetmap.org/node/3964938709,,1.1,
haunted,Rolling Hills Asylum,42.881184,-78.132805,East Bethany,NY,https://www.openstreetmap.org/node/5390600736,,,
haunted,Thornhill Woods Haunted House,43.841333,-79.469709,Thornhill,,https://www.openstreetmap.org/node/8078721265,,,"outside the US (nearest: Vaughan, CA)"
haunted,The Haunted House,43.091246,-79.074204,,,https://www.openstreetmap.org/node/12847303040,,,"outside the US (nearest: Niagara Falls, CA)"
haunted,The Haunted Walk of Ottawa,45.423377,-75.695896,,,https://www.openstreetmap.org/node/765366981,,,"outside the US (nearest: Ottawa, CA)"
haunted,Canada's Penitentiary Museum,44.221675,-76.51379,Kingston,,https://www.openstreetmap.org/way/24969643,,,"outside the US (nearest: Kingston, CA)"
haunted,Doctor Morbid's Haunted House,43.422529,-73.714346,Queensbury,NY,https://www.openstreetmap.org/node/4403648514,,9.6,
haunted,Witch Mansion Haunted House,42.521794,-70.89348,Salem,MA,https://www.openstreetmap.org/node/13043301667,,0.4,
haunted,The Huntting's Pumpkin Patch and Haunted Forest,46.571092,-122.5542,Cinebar,WA,https://www.openstreetmap.org/node/11214339511,,,
haunted,Fright Factory Haunted House,47.165644,-122.000647,Buckley,WA,https://www.openstreetmap.org/way/753445391,,2.0,
haunted,The Trail of Purgatory Haunted Attraction,48.367216,-89.422517,,,https://www.openstreetmap.org/node/13277805921,,,"outside the US (nearest: Thunder Bay, CA)"
haunted,Caribou Hotel,60.165057,-134.706506,,,https://www.openstreetmap.org/way/204610047,,,"outside the US (nearest: Whitehorse, CA)"
weird-history,"J Lorraine, Texas Ghost Town",30.332325,-97.509487,Manor,TX,https://www.openstreetmap.org/way/962329436,,,
weird-history,Martin Augustine Mining Camp,33.484085,-115.236058,Niland,CA,https://www.openstreetmap.org/node/10794140239,,37.8,
weird-history,Castle Dome Mine Museum,33.045874,-114.178023,Yuma,AZ,https://www.openstreetmap.org/way/1137995652,,,
weird-history,Goldfield Ghost Town,33.45733,-111.491847,Apache Junction,AZ,https://www.openstreetmap.org/way/46411488,,7.1,
weird-history,Shakespeare Ghost Town Tours,32.32479,-108.738557,Lordsburg,NM,https://www.openstreetmap.org/node/9775681844,,4.0,
weird-history,Belcamp (Ghost Town),33.443616,-98.685788,Olney,TX,https://www.openstreetmap.org/node/1731158405,,10.2,
weird-history,Ghost Town of Cotton Gin,31.68067,-96.35993,Teague,TX,https://www.openstreetmap.org/node/12403614321,,9.3,
weird-history,Calico Ghost Town,34.948373,-116.864611,Barstow,CA,https://www.openstreetmap.org/node/670761,,15.4,
weird-history,Ballarat,36.047917,-117.225675,Searles Valley,CA,https://www.openstreetmap.org/node/150935444,,35.1,
weird-history,Silver City Ghost Town,35.597694,-118.4916,Bodfish,CA,https://www.openstreetmap.org/way/1285388412,,1.1,
weird-history,Ghost Town,33.843752,-117.999655,Buena Park,CA,https://www.openstreetmap.org/way/1307607044,,2.6,
weird-history,Ghost Town of White Hills,35.700322,-114.474416,Dolan Springs,AZ,https://www.openstreetmap.org/node/959119853,,21.8,
weird-history,Lost Arch Historic Mining Camp,34.436412,-114.824378,Desert Hills,AZ,https://www.openstreetmap.org/node/12125673149,,43.4,far from any town
weird-history,Venezia,34.393082,-112.416834,Mayer,AZ,https://www.openstreetmap.org/node/150939519,,16.6,
weird-history,Goodwin,34.355719,-112.380399,Mayer,AZ,https://www.openstreetmap.org/node/150954256,,14.0,
weird-history,Hooper,34.26614,-112.382945,Mayer,AZ,https://www.openstreetmap.org/node/150963127,,19.9,
weird-history,Ghost City Inn,34.748936,-112.114488,Clarkdale,AZ,https://www.openstreetmap.org/node/1685026487,,5.7,
weird-history,Vulture Mine Tours / Vulture City Ghost Town,33.816527,-112.828828,Wickenburg,AZ,https://www.openstreetmap.org/node/3274100436,,,
weird-history,Ghost Town Tours,34.750699,-112.116606,Clarkdale,AZ,https://www.openstreetmap.org/node/9953774076,,5.8,
weird-history,Gold King Mine Ghost Town,34.75655,-112.130827,Clarkdale,AZ,https://www.openstreetmap.org/node/14145400120,,6.9,
weird-history,abandoned mine marker,35.464799,-106.12779,La Cienega,NM,https://www.openstreetmap.org/node/5489916823,,10.9,
weird-history,Ghost Town of Clara,34.09176,-98.69693,Burkburnett,TX,https://www.openstreetmap.org/node/12453787783,,11.7,
weird-history,Ghost Town Village,35.526815,-83.103619,Maggie Valley,NC,https://www.openstreetmap.org/way/1092172492,,1.1,
weird-history,Palmyra Mining Camp,39.165714,-119.500106,Dayton,NV,https://www.openstreetmap.org/node/9869705017,,11.3,
weird-history,Leadfield,36.848316,-117.060807,Beatty,NV,https://www.openstreetmap.org/node/150955198,,27.6,
weird-history,Rhyolite Ghost Town,36.900897,-116.829335,Beatty,NV,https://www.openstreetmap.org/node/2628616795,,6.3,
weird-history,Cerro Gordo Ghost Town,36.537743,-117.79506,Lone Pine,CA,https://www.openstreetmap.org/node/3472284346,,25.2,
weird-history,Logan City,37.609462,-115.393523,Alamo,NV,https://www.openstreetmap.org/node/3814805134,,33.9,
weird-history,Ghost Town Pahreah Old Cellar,37.24808,-111.952794,Kanab,UT,https://www.openstreetmap.org/node/1800705764,,55.5,far from any town
weird-history,Ghost Town Pahreah Old Chimney,37.247594,-111.952313,Kanab,UT,https://www.openstreetmap.org/node/1800705771,,55.5,far from any town
weird-history,Spencer´s Mining Camp,37.246992,-111.952239,Kanab,UT,https://www.openstreetmap.org/node/1800705800,,55.5,far from any town
weird-history,Phantom Falls,39.610505,-121.560729,Oroville,CA,https://www.openstreetmap.org/node/1074721700,,10.7,
weird-history,Leefe,41.811762,-111.024733,Randolph,UT,https://www.openstreetmap.org/node/150957842,,20.8,
weird-history,Murray Hall,41.809501,-96.024678,Tekamah,NE,https://www.openstreetmap.org/node/8487259027,,16.7,
weird-history,Jean Baptiste Charbonneau Grave,42.951943,-117.339185,Murphy,ID,https://www.openstreetmap.org/way/460000136,,70.4,far from any town
weird-history,Buffalo Ridge Ghost Town,43.607993,-96.885893,Hartford,SD,https://www.openstreetmap.org/way/1063293375,,4.9,
weird-history,Forts Ferry,42.787988,-73.793012,Niskayuna,NY,https://www.openstreetmap.org/node/7576529641,,4.4,
weird-history,Gilbert Ghost Town,48.457381,-120.562214,Granite Falls,WA,https://www.openstreetmap.org/node/150969778,,68.2,far from any town
weird-history,Franklin Ghost Town,47.297998,-121.95874,Black Diamond,WA,https://www.openstreetmap.org/node/6172525155,,3.6,
weird-history,Garnet Ghost Town,46.825141,-113.339388,Clinton,MT,https://www.openstreetmap.org/way/1149749049,,29.1,
weird-history,Old Molson Ghost Town Museum,48.976171,-119.19968,Oroville,WA,https://www.openstreetmap.org/way/428128256,,,
weird-history,Chomly,55.246739,-132.325752,Ketchikan,AK,https://www.openstreetmap.org/node/7673874853,,44.2,far from any town
weird-history,Dolomi,55.131765,-132.054656,Metlakatla,AK,https://www.openstreetmap.org/node/7673874854,,30.5,
weird-history,Klinkwan,54.889901,-132.365609,Metlakatla,AK,https://www.openstreetmap.org/node/7673901168,,57.0,far from any town
weird-history,Hole in the Wall,55.596765,-133.611882,Craig,AK,https://www.openstreetmap.org/node/7673901186,,32.1,
weird-history,Chuck Mining Camp,57.568623,-133.347018,Petersburg,AK,https://www.openstreetmap.org/node/2478376612,,87.3,far from any town
weird-history,Bremner Historic Mining District,61.036635,-143.437809,,,https://www.openstreetmap.org/way/469639458,,,no town within range
weird-history,Dexter,64.586176,-165.348144,Nome,AK,https://www.openstreetmap.org/node/5961065081,,9.9,
weird-history,Coal Creek Mining Camp,65.305662,-143.154129,,,https://www.openstreetmap.org/way/243146326,,,no town within range
ufos,Area 51 Laser Tag,30.287316,-81.411608,Jacksonville Beach,FL,https://www.openstreetmap.org/node/4332630760,,2.0,
ufos,Men in Black: Alien Attack,28.480905,-81.467587,Tangelo Park,FL,https://www.openstreetmap.org/node/4694575653,,3.5,
ufos,Alien Swirling Saucers,28.355653,-81.562725,Celebration,FL,https://www.openstreetmap.org/way/685092734,,4.4,
ufos,Coyote's Flying Saucer Retrieval and Repair Service,32.656178,-116.099248,,,https://www.openstreetmap.org/node/9333504792,,,"outside the US (nearest: Rumorosa, MX)"
ufos,International UFO Museum & Research Center,33.393705,-104.52322,Roswell,NM,https://www.openstreetmap.org/way/894384126,,,
ufos,Flying Saucer,33.902238,-117.4671,Home Gardens,CA,https://www.openstreetmap.org/way/259294718,,5.6,
ufos,Travis Walton's Abduction Site,34.299978,-110.649058,Heber-Overgaard,AZ,https://www.openstreetmap.org/node/8165782454,,14.6,
ufos,UFO Experience,33.555006,-111.876563,Scottsdale,AZ,https://www.openstreetmap.org/node/12910983715,,5.5,
ufos,Alien Woman,36.270912,-108.226433,West Hammond,NM,https://www.openstreetmap.org/node/1656727357,,48.2,far from any town
ufos,Alien Throne,36.148889,-107.980721,Crownpoint,NM,https://www.openstreetmap.org/node/2185892937,,54.6,far from any town
ufos,Roswell UFO Monument,33.950189,-105.314113,Capitan,NM,https://www.openstreetmap.org/node/3832839954,,50.9,far from any town
ufos,Roswell crash,34.065881,-105.537525,Carrizozo,NM,https://www.openstreetmap.org/node/3833673955,,56.6,far from any town
ufos,Site where Roswell ship exploded,34.013959,-105.531661,Capitan,NM,https://www.openstreetmap.org/node/3833882184,,52.2,far from any town
ufos,UFO Alien Crash Communion Wall,33.612175,-105.194706,Capitan,NM,https://www.openstreetmap.org/node/5040251063,,35.8,
ufos,Alien Museum,35.662973,-105.998555,Santa Fe,NM,https://www.openstreetmap.org/node/6760507242,,,
ufos,Roswell crash site (1947),33.950328,-105.313908,Capitan,NM,https://www.openstreetmap.org/way/379963497,,51.0,far from any town
ufos,Area 51 Alien Center,36.643767,-116.395984,Beatty,NV,https://www.openstreetmap.org/node/4609365823,,43.7,far from any town
ufos,The Black Mailbox,37.457061,-115.482604,Alamo,NV,https://www.openstreetmap.org/node/2458096636,,29.9,
ufos,District 51,37.268764,-115.80131,Alamo,NV,https://www.openstreetmap.org/node/4773733662,,57.3,far from any town
ufos,Area 51 Back Gate,37.594035,-115.898805,Alamo,NV,https://www.openstreetmap.org/node/8554608198,,69.6,far from any town
ufos,Bald Mountain Gate Area 51,37.491896,-115.692712,Alamo,NV,https://www.openstreetmap.org/node/12323668906,,48.7,far from any town
ufos,Area 51 Green Pointer,37.401135,-115.49238,Alamo,NV,https://www.openstreetmap.org/node/12324058915,,29.3,
ufos,Back Gate panorama,37.594531,-115.898399,Alamo,NV,https://www.openstreetmap.org/node/13101185548,,69.6,far from any town
ufos,Alien,36.782399,-111.766073,LeChee,AZ,https://www.openstreetmap.org/node/5596600521,,30.3,
ufos,UFO crash site ( Aztec NM ),36.878494,-107.841069,Aztec,NM,https://www.openstreetmap.org/node/5272487533,,14.9,
ufos,"UFO Crash Site Plaque: ""Recovery at Hart Canyon""",36.87775,-107.841219,Aztec,NM,https://www.openstreetmap.org/node/10265208880,,14.8,
ufos,Hook-Up Towing UFO,39.856108,-95.5433,Hiawatha,KS,https://www.openstreetmap.org/node/7619080563,,0.8,
ufos,Rt 30 Alien,43.633298,-74.39443,Lake Pleasant,NY,https://www.openstreetmap.org/node/9027241030,,18.1,
ufos,Landing Zone,47.890874,-122.276852,Lake Stickney,WA,https://www.openstreetmap.org/node/13281291713,,1.9,
ufos,The Peace Bowl,47.650049,-122.189807,Yarrow Point,WA,https://www.openstreetmap.org/way/1054898031,,2.1,
ufos,UFO,49.343756,-82.159997,,,https://www.openstreetmap.org/node/8931049317,,,"outside the US (nearest: Kapuskasing, CA)"
folklore,Expedition Everest: Legend of the Forbidden Mountain,28.358611,-81.587202,Citrus Ridge,FL,https://www.openstreetmap.org/relation/3937134,,6.1,
folklore,The Legend of Bruce Lee Statue,34.065116,-118.237433,Los Angeles,CA,https://www.openstreetmap.org/node/5322526877,,1.5,
folklore,Lovers Leap,36.424372,-105.002916,Angel Fire,NM,https://www.openstreetmap.org/node/357576563,,25.5,
folklore,Lover's Leap,34.684831,-94.363664,Mena,AR,https://www.openstreetmap.org/node/4622612517,,15.8,
folklore,Gravity Hill - Folklore Destination,35.582997,-80.245116,Richfield,NC,https://www.openstreetmap.org/node/10698447293,,,
folklore,Legend of June Lake Slot Machines,37.799244,-119.06356,Mammoth Lakes,CA,https://www.openstreetmap.org/node/11115109681,,18.6,
folklore,Bartlesville Gravity Hill,36.668327,-95.988965,Bartlesville,OK,https://www.openstreetmap.org/node/3268289720,,8.8,
folklore,Legend of Ondessonk,37.517881,-88.754435,Vienna,IL,https://www.openstreetmap.org/node/12628952961,,17.0,
folklore,Lover's Leap Lookout,38.119628,-81.118475,Ansted,WV,https://www.openstreetmap.org/node/2924140473,,2.5,
folklore,Lover's Leap Wayside,36.717625,-80.323185,Stuart,VA,https://www.openstreetmap.org/node/3450687553,,10.0,
folklore,Fred Clifton Park Overlook - Lover's Leap,36.720258,-80.325434,Stuart,VA,https://www.openstreetmap.org/node/3450792962,,10.3,
folklore,Lover's Leap Overlook,36.701944,-82.743131,Gate City,VA,https://www.openstreetmap.org/node/3694296962,,16.1,
folklore,Lovers Leap Overlook,37.281638,-82.288051,Grundy,VA,https://www.openstreetmap.org/node/10674656789,,16.7,
folklore,The Legend of the Iron Hoop,41.145601,-81.339982,Kent,OH,https://www.openstreetmap.org/node/2434316436,,1.7,
folklore,Legend of Jenny Jump,40.900861,-74.956664,Oxford,NJ,https://www.openstreetmap.org/node/2664343141,,11.2,
folklore,Gravity Hill,42.547073,-90.233213,Shullsburg,WI,https://www.openstreetmap.org/node/1150687242,,,
folklore,magnetic hill,43.841763,-79.96769,,,https://www.openstreetmap.org/node/2239846005,,,"outside the US (nearest: Orangeville, CA)"
folklore,The Legend of John Maynard Memorial,42.880979,-78.888742,Buffalo,NY,https://www.openstreetmap.org/node/8340924036,,1.0,
folklore,Legend of the Moon,47.663388,-122.121976,Redmond,WA,https://www.openstreetmap.org/node/10314105826,,1.2,
